STOP_ID, ROUTES_USING_STOP, LONGITUDE, LATITUDE, STOP_NAME, OBJECTID
"50324","12",143.840814,-37.537706,"CE Brown Reserve/Dowling St (Wendouree)",6494
"50325","12",143.840562,-37.537501,"CE Brown Reserve/Dowling St (Wendouree)",6495
"35112","26",143.828462,-37.558431,"Dawsons Ave/Sturt St (Lake Wendouree)",2085
"35127","26",143.827969,-37.558571,"Dawsons Ave/Sturt St (Newington)",2098
"35294","11",143.836614,-37.540963,"Browns Pde/Howitt St (Wendouree)",1550
"35017","11",143.836657,-37.540757,"Browns Pde/Howitt St (Wendouree)",2022
"35296","11",143.83461,-37.54072,"Symons St/Howitt St (Wendouree)",1551
"35016","11,",143.834517,-37.540501,"Symons St/Howitt St (Wendouree)",2021
"35128","26",143.823207,-37.557713,"Victoria Park/Sturt St (Newington)",2099
"35110","26",143.822723,-37.557105,"Loreto College/Sturt St (Lake Wendouree)",2084
"35297","11",143.832043,-37.540417,"Ballarat Day Hospital/Howitt St (Wendouree)",1552
"35015","11,",143.830195,-37.53998,"Ballarat Grammar/Howitt St (Wendouree)",2020
"35106","26",143.82032,-37.556121,"Crocker St/Sturt St (Lake Wendouree)",2083
"35298","11",143.829015,-37.540047,"School Lane/Howitt St (Wendouree)",1553
"48333","26",143.818646,-37.556914,"Elm Ave/Gillies St S (Alfredton)",6296
"35129","10",143.819123,-37.554737,"Ballarat HS/Gillies St N (Lake Gardens)",2100
"35013","11",143.827527,-37.539656,"School Lane/Howitt St (Wendouree)",2019
"35105","10",143.819719,-37.552969,"Carlton St/Gillies St N (Lake Wendouree)",2082
"48336","10",143.818095,-37.555484,"Ballarat HS/Sturt St (Alfredton)",6299
"35104","10",143.820029,-37.551275,"Botanical Gardens/Gillies St N (Lake Wendouree)",2081
"35130","10",143.81978,-37.551268,"Aquatic Centre/Gillies St N (Lake Gardens)",2101
"35161","10",143.817351,-37.554888,"Ballarat HS/Sturt St (Lake Gardens)",2123
"35012","11",143.825489,-37.539412,"Vision Australia/Howitt St (Wendouree)",2018
"35103","10",143.820823,-37.547224,"Lake Gardens Ave/Gillies St N (Lake Wendouree)",2080
"35131","10",143.820581,-37.547073,"Lake Gardens Ave/Gillies St N (Lake Gardens)",2102
"35299","11",143.824411,-37.539491,"Park St/Howitt St (Wendouree)",1554
"45778","10",143.821554,-37.543333,"Stirling Dr/Gillies St N (Lake Gardens)",5130
"35136","10",143.821164,-37.543998,"Stirling Dr/Gillies St N (Lake Gardens)",2103
"40969","10",143.814927,-37.554138,"Munro St/Sturt St (Alfredton)",3532
"35101","10",143.8219,-37.541586,"Gregory St/Gillies St N (Lake Wendouree)",2079
"35010","11",143.823057,-37.53913,"Gillies St/Howitt St (Wendouree)",2017
"35137","10",143.821686,-37.541309,"Ballarat Horticulture Centre/Gillies St N (Lake Gardens)",2104
"35138","11,12,31,10",143.822345,-37.537777,"Learmonth Rd/Gillies St N (Wendouree)",2105
"35008","11,12,31,10",143.822894,-37.536305,"Queen Elizabeth Village/Gillies St N (Wendouree)",2016
"45779","11,12,31,10",143.819706,-37.539427,"Wendouree Station/Learmonth Rd (Wendouree)",5131
"35278","11,12,13,14,15,20,21,22,23,24,25,26,30,10",143.858631,-37.557724,"Doveton Cres/Lydiard St N (Soldiers Hill)",1537
"48345","14",143.866337,-37.543711,"Dunrobin Ct/Havelock St (Ballarat North)",6308
"35341","14",143.867056,-37.541127,"Landsborough St/Havelock St (Ballarat North)",1579
"35340","14",143.867974,-37.537592,"Havelock St/Norman St (Ballarat North)",1578
"51543","30,12",143.855472,-37.558838,"Mair St/Midland Hwy (Ballarat Central)",6664
"35068","13,10",143.85992,-37.550749,"MacArthur St/Lydiard St N (Soldiers Hill)",2061
"35229","30,12",143.855157,-37.559055,"Mair St/Doveton St N (Ballarat Central)",2163
"35084","13,10",143.859741,-37.55069,"MacArthur St/Lydiard St N (Soldiers Hill)",2065
"35086","13,10",143.860007,-37.54921,"Brougham St/Lydiard St N (Soldiers Hill)",2066
"35067","13,10",143.860327,-37.548606,"Chisolm St/Lydiard St N (Soldiers Hill)",2060
"35066","13,10",143.860747,-37.546419,"St Columba's PS/Lydiard St N (Soldiers Hill)",2059
"35087","13,10",143.86055,-37.546252,"St Columba's PS/Lydiard St N (Soldiers Hill)",2067
"35064","13,10",143.861305,-37.543361,"Howitt St/Lydiard St N (Ballarat North)",2058
"35088","13,10",143.861126,-37.543321,"Howitt St/Lydiard St N (Ballarat North)",2068
"35063","13,10",143.861751,-37.541085,"Walker St/Lydiard St N (Ballarat North)",2057
"35090","13,10",143.861588,-37.540918,"Walker St/Lydiard St N (Ballarat North)",2069
"35227","30,12",143.853406,-37.554125,"Holmes St/Creswick Rd (Ballarat Central)",2162
"35062","13,10",143.861557,-37.539521,"Lydiard St/Landsborough St (Ballarat North)",2056
"35091","13,10",143.861413,-37.539697,"Lydiard St/Landsborough St (Ballarat North)",2070
"35230","30,12",143.851871,-37.552958,"Loch Ave/Creswick Rd (Ballarat Central)",2164
"35028","11",143.847926,-37.559024,"Ballarat Base Hospital/Drummond St N (Ballarat Central)",2032
"35060","13,10",143.85951,-37.538133,"Norman St/Doveton St N (Ballarat North)",2055
"35280","11,",143.847677,-37.559018,"Ballarat Base Hospital/Drummond St N (Ballarat Central)",1539
"35092","13,10",143.859479,-37.537528,"Midlands Terrace Ret Village/Doveton St N (Ballarat North)",2071
"35027","11",143.848309,-37.556917,"St John of God Hospital/Drummond St N (Ballarat Central)",2031
"35281","11",143.848081,-37.556695,"St John of God Hospital/Drummond St N (Lake Wendouree)",1540
"35026","11",143.848796,-37.554236,"Mill St/Drummond St N (Ballarat Central)",2030
"35282","11",143.848463,-37.554615,"Mill St/Drummond St N (Lake Wendouree)",1541
"35025","11",143.849124,-37.552362,"Oddie St/Drummond St N (Ballarat Central)",2029
"35283","11",143.848844,-37.552814,"Duncan St/Drummond St N (Lake Wendouree)",1542
"35226","30,12",143.850491,-37.548921,"Ballarat Old Cemetery/Creswick Rd (Ballarat Central)",2161
"35024","11",143.849474,-37.550488,"Macarthur St/Drummond St N (Ballarat Central)",2028
"35231","30,12",143.85021,-37.548859,"Ballarat Old Cemetery/Creswick Rd (Ballarat Central)",2165
"35285","11",143.849243,-37.550329,"MacArthur St/Drummond St N (Lake Wendouree)",1543
"35232","30,12",143.850487,-37.547128,"Beaufort Cres/Creswick Rd (Ballarat Central)",2166
"35093","10",143.856118,-37.536186,"Club Cres/Norman St (Ballarat North)",2072
"35059","10",143.855879,-37.535955,"Club Cres/Norman St (Invermay Park)",2054
"35225","30,12",143.850331,-37.543835,"Gregory St/Creswick Rd (Wendouree)",2160
"35286","11",143.847132,-37.549146,"Ballarat Old Cemetery/Burnbank St (Lake Wendouree)",1544
"35023","11",143.847225,-37.548797,"Ballarat Old Cemetery/Burnbank St (Lake Wendouree)",2027
"35233","30,12",143.850017,-37.543772,"Gregory St/Creswick Rd (Wendouree)",2167
"35115","26",143.83983,-37.559646,"Pleasant Park SC/Sturt St (Ballarat Central)",2088
"35288","11",143.845961,-37.546844,"Cardigan St/Burnbank St (Lake Wendouree)",1545
"35022","11",143.84598,-37.546394,"Cardigan St/Burnbank St (Lake Wendouree)",2026
"35094","10",143.851458,-37.535621,"CDC Ballarat/Norman St (Ballarat North)",2073
"35224","30",143.849558,-37.537741,"North Ballarat Sports Club/Creswick Rd (Wendouree)",2159
"50326","12",143.847026,-37.54198,"Ballarat Showgrounds/Howitt St (Wendouree)",6496
"35234","30",143.849321,-37.537744,"North Ballarat Sports Club/Creswick Rd (Wendouree)",2168
"35289","11",143.845124,-37.545218,"Haddon St/Burnbank St (Lake Wendouree)",1546
"48328","15",143.877758,-37.562611,"Specimen Vale S/Queen St S (Ballarat East)",6291
"48318","15",143.885644,-37.562405,"Hemsley Park Ret Village/Stawell St S (Eureka)",6281
"35371","15",143.869432,-37.562228,"Bakery Hill SC/Victoria St (Ballarat East)",1597
"48302","15",143.86926,-37.562007,"Bakery Hill SC/Victoria St (Ballarat East)",6266
"35072",null,143.864461,-37.561997,"Bakery Hill Interchange/Curtis St (Ballarat Central)",2063
"45860","15",143.86436,-37.561994,"Bakery Hill Interchange/Curtis St (Ballarat Central)",5151
"45772","11,12,13,14,15,20,21,22,23,24,25,26,30,10",143.863005,-37.561904,"Curtis Street Interchange/Curtis St (Ballarat Central)",5126
"35035","12,22,24,25,26,30,11",143.858267,-37.561805,"Old Post Office/Sturt St (Ballarat Central)",2038
"35034","11,12,22,24,25,26,30,",143.856847,-37.561659,"Armstrong St/Sturt St (Ballarat Central)",2037
"35370","15",143.873913,-37.561446,"St Alipius Parish School/Victoria St (Ballarat East)",1596
"35071","12,13,14,15,20,10",143.857982,-37.56132,"Old Post Office/Lydiard St N (Ballarat Central)",2062
"48327","15",143.873991,-37.561187,"St Alipius Parish School/Victoria St (Ballarat East)",6290
"41725","11,12,13,14,15,20,21,22,23,24,25,26,30,10",143.863672,-37.559228,"Davies St/Scott Pde (Ballarat Central)",4407
"35367","15",143.884671,-37.559127,"Damascus College/Victoria St (Ballarat East)",1595
"35279","10,11,12,13,14,15,20,21,22,23,24,25,26,30,",143.85849,-37.558658,"Ballarat Station/Lydiard St N (Ballarat Central)",1538
"82","Goldrush,",143.858761,-37.558656,"Ballarat Railway Station/Lydiard St (Ballarat Central)",6743
"48339","15",143.885258,-37.558638,"Damascus College/Victoria St (Ballarat East)",6302
"48343","14",143.869745,-37.558524,"Princes St N/Humffray St N (Ballarat East)",6306
"35326","13,10",143.864554,-37.55845,"Eastern Oval/Peel St N (Ballarat East)",1568
"35349","14",143.869798,-37.558346,"Princes St N/Humffray St N (Ballarat East)",1585
"35365","15",143.891071,-37.558196,"Ballarat Sec Col East/Victoria St (Ballarat East)",1594
"48317","14",143.873256,-37.557653,"St Nicholas Church/Humffray St N (Ballarat East)",6280
"35350","14",143.8734,-37.557468,"St Nicholas Church/Humffray St N (Ballarat East)",1586
"35347","13,10",143.864952,-37.557046,"Ballarat Bowling Club/Peel St N (Ballarat East)",1584
"35327","13,10",143.86485,-37.556782,"Ballarat Bowling Club/Peel St N (Ballarat East)",1569
"35351","14",143.876099,-37.55653,"Queen St/Humffray St N (Ballarat East)",1587
"35352","14",143.878603,-37.555651,"Oliver St/Humffray St N (Ballarat East)",1588
"48342","14",143.879217,-37.555568,"Rice St/Humffray St N (Ballarat East)",6305
"35353","14",143.880702,-37.554976,"Rice St/Humffray St N (Ballarat East)",1589
"48316","14",143.881987,-37.554839,"Stawell St/Humffray St N (Ballarat East)",6279
"48315","14",143.8823,-37.554658,"Stawell St/Humffray St N (Ballarat East)",6278
"35328","13,10",143.865417,-37.553778,"Clissold St/Peel St N (Black Hill)",1570
"35346","13,10",143.865583,-37.553611,"Clissold St/Peel St N (Black Hill)",1583
"48348","14",143.882439,-37.55322,"Morres St/Stawell St N (Brown Hill)",6311
"48349","14",143.882293,-37.55318,"Cantonese Lane/Stawell St N (Brown Hill)",6312
"35329","13,10",143.865725,-37.552102,"Napier St/Peel St N (Black Hill)",1571
"50386","13,10",143.864383,-37.551714,"Havelock St/Napier St (Black Hill)",6507
"50384","13,10",143.864838,-37.551672,"Havelock St/Napier St (Black Hill)",6506
"48347","14",143.868058,-37.549911,"Nicholson St/Chisholm St (Black Hill)",6310
"35331","14",143.867366,-37.549676,"Nicholson St/Chisholm St (Black Hill)",1572
"35332","14",143.872889,-37.54967,"Black Hill Pool/Chisholm St (Black Hill)",1573
"48330","14",143.874496,-37.549388,"Black Hill Reserve/Chisholm St (Black Hill)",6293
"48310","14",143.876218,-37.549334,"Chisholm Street Reserve/Chisholm St (Black Hill)",6274
"35344","14",143.866593,-37.548124,"Sweeney St/Peel St N (Black Hill)",1582
"48346","14",143.866497,-37.547734,"Sweeney St/Peel St N (Black Hill)",6309
"35343","14",143.866482,-37.546193,"Peel St N/Gregory St (Black Hill)",1581
"35342","14",143.866541,-37.543978,"Howitt St/Havelock St (Ballarat North)",1580
"48344","14",143.869977,-37.542727,"Sherrard St/Walker St (Ballarat North)",6307
"35336","14",143.874283,-37.542309,"Inkerman Gully/Simpson St (Ballarat North)",1574
"42294","20",143.883044,-37.576987,"Kline St/Spencer St (Canadian)",4560
"48353","20",143.883455,-37.576628,"Spencer St/Kline St (Canadian)",6316
"48351","20",143.878219,-37.57622,"Clayton St/Spencer St (Canadian)",6314
"35426","21",143.86884,-37.575538,"Lal Lal St/Main Rd (Golden Point (3350))",1627
"48350","20",143.87766,-37.57552,"Clayton St/Joseph St (Canadian)",6313
"35476","21",143.868695,-37.575219,"Bradshaw St/Main Rd (Golden Point (3350))",1681
"35416","21",143.866429,-37.574736,"Sovereign Hill/Bradshaw St (Golden Point (3350))",1620
"35404","20",143.891374,-37.574035,"Fussell St/Wilson St (Ballarat East)",1617
"48352","20",143.884394,-37.573391,"Wilson St/Kline St (Canadian)",6315
"35403","20",143.887756,-37.573381,"Richards St/Wilson St (Ballarat East)",1616
"35402","20",143.884955,-37.572965,"Kline St/Wilson St (Ballarat East)",1615
"48325","20",143.878494,-37.572073,"Wilson St/Joseph St (Ballarat East)",6288
"35410","20",143.878678,-37.571727,"Wilson St/Joseph St (Ballarat East)",1619
"35396","21",143.864804,-37.571377,"Grant St/Magpie St (Golden Point (3350))",1612
"35419","21",143.864752,-37.571267,"Grant St/Magpie St (Golden Point (3350))",1622
"35480","23",143.862003,-37.570401,"Cameron St/Barkly St (Golden Point (3350))",1684
"35498","23",143.862022,-37.570221,"Cameron St/Barkly St (Golden Point (3350))",1701
"40955","20",143.89278,-37.57018,"Ballarat Wildlife Park/Fussell St (Ballarat East)",3531
"35420","21",143.863398,-37.570069,"Peake St/Grant St (Golden Point (3350))",1623
"35395","21",143.863528,-37.569937,"Peake St/Grant St (Golden Point (3350))",1611
"35478","20",143.870201,-37.569547,"York St/Main Rd (Golden Point (3350))",1682
"35423","20",143.870371,-37.569533,"York St/Main Rd (Golden Point (3350))",1626
"48341","20",143.885417,-37.56949,"York St/Kline St (Ballarat East)",6304
"35409","20",143.879336,-37.569257,"York St/Joseph St (Ballarat East)",1618
"48323","20",143.873435,-37.569083,"Pennyweight Park/York St (Ballarat East)",6286
"48324","20",143.873303,-37.568989,"Pennyweight Park/York St (Ballarat East)",6287
"48340","20",143.878625,-37.568671,"Joseph St/York St (Ballarat East)",6303
"35422","20",143.868966,-37.567937,"Callow St/Main Rd (Golden Point (3350))",1625
"35479","20",143.868745,-37.567805,"Callow St/Main Rd (Golden Point (3350))",1683
"35394","23,21",143.863026,-37.567347,"Young St/Peel St S (Golden Point (3350))",1610
"35382","20",143.893483,-37.566883,"Fussell St/Eureka St (Ballarat East)",1603
"45118","20",143.868188,-37.566511,"LT Fraser Reserve/Main Rd (Ballarat Central)",4151
"35384","15",143.883226,-37.566098,"Eureka Centre/Eureka St (Eureka)",1605
"35383","20",143.890267,-37.566095,"Richards St/Eureka St (Ballarat East)",1604
"35378","15",143.88382,-37.565979,"Eureka Centre/Eureka St (Eureka)",1601
"35386","15",143.879711,-37.565969,"Joseph St/Eureka St (Eureka)",1607
"48314","15",143.885568,-37.565854,"Eureka Stockade Memorial Park/Eureka St (Eureka)",6277
"35377","15",143.879727,-37.565853,"Joseph St/Eureka St (Eureka)",1600
"51552","12",143.858678,-37.565763,"Federation University/Albert St (Ballarat Central)",6673
"35379","15",143.885755,-37.565724,"Eureka Stockade Memorial Park/Eureka St (Eureka)",1602
"35385","20",143.887161,-37.565653,"Kline St/Eureka St (Ballarat East)",1606
"35393","23,21",143.86336,-37.565581,"Steinfield St/Peel St S (Bakery Hill)",1609
"35391","20",143.867711,-37.56548,"Barkly St/Main Rd (Ballarat East)",1608
"35373","20",143.867827,-37.565411,"Barkly St/Main Rd (Ballarat East)",1599
"35421","23,21",143.863283,-37.565263,"Eastwood St/Peel St (Ballarat Central)",1624
"35372","20",143.865974,-37.564245,"Humffray St/Main Rd (Bakery Hill)",1598
"48319","15",143.885869,-37.56351,"Eureka Stockade Holiday Park/Stawell St S (Eureka)",6282
"35076","10,11,12,13,14,15,20,21,22,23,24,25,26,30,",143.862046,-37.563176,"Little Bridge St Interchange/Little Bridge St (Ballarat Central)",2064
"48329","15",143.877923,-37.562706,"Specimen Vale/Queen St S (Ballarat East)",6292
"35506","22",143.841364,-37.581185,"Telstra Exchange/Skipton St (Redan)",1708
"35531","22",143.841553,-37.580208,"Cooke St/Skipton St (Redan)",1724
"35532","22",143.84292,-37.577848,"Bell St/Skipton St (Redan)",1725
"35505","22",143.843685,-37.577174,"Bell St/Skipton St (Redan)",1707
"35533","22",143.844424,-37.575744,"Darling St/Skipton St (Redan)",1726
"35571","25",143.836366,-37.573825,"Foster St/Pleasant St S (Redan)",1749
"35545","25",143.836598,-37.573444,"Ferguson Ct/Pleasant St S (Redan)",1733
"48362","22",143.846765,-37.573391,"La Trobe St/Skipton St (Redan)",6325
"50853","24",143.844206,-37.573134,"Windermere St/La Trobe St (Redan)",6026
"35503","24",143.845317,-37.5731,"La Trobe St/Drummond St S (Redan)",1706
"48363","22",143.847061,-37.572814,"Errard St/Skipton St (Redan)",6326
"50298","24",143.839797,-37.572727,"Quarry Lane/La Trobe St (Redan)",6478
"50299","24",143.83998,-37.572687,"Quarry Lane/La Trobe St (Redan)",6479
"50296","24",143.835637,-37.572598,"Pleasant St/La Trobe St (Redan)",6476
"50297","24",143.834247,-37.572552,"Pleasant St/La Trobe St (Redan)",6477
"35535","24",143.84541,-37.571445,"Sebastopol St/Drummond St S (Redan)",1727
"35502","24",143.845706,-37.570858,"Sebastopol St/Drummond St S (Ballarat Central)",1705
"48338","22",143.850404,-37.570038,"South St/Skipton St (Ballarat Central)",6301
"35572","25",143.837063,-37.569924,"Waller Ave/Pleasant St S (Newington)",1750
"45789","25",143.837155,-37.5699,"Sebastopol St/Pleasant St S (Ballarat Central)",5138
"48337","22",143.851439,-37.56966,"South St/Skipton St (Ballarat Central)",6300
"35536","24",143.845723,-37.569651,"South St/Drummond St S (Ballarat Central)",1728
"35501","24",143.846087,-37.568805,"South St/Drummond St S (Ballarat Central)",1704
"35500","24",143.84647,-37.566707,"Urquhart St/Drummond St S (Ballarat Central)",1703
"35537","24",143.846271,-37.566585,"Urquhart St/Drummond St S (Ballarat Central)",1729
"35573","25",143.83781,-37.565926,"Western Oval/Pleasant St S (Newington)",1751
"35543","25",143.838016,-37.565868,"Western Oval/Pleasant St S (Ballarat Central)",1732
"35499","24",143.84669,-37.565506,"Eyre St/Drummond St S (Ballarat Central)",1702
"35538","24",143.846493,-37.565356,"Eyre St/Drummond St S (Ballarat Central)",1730
"35193","25",143.844036,-37.564831,"Peter Heinz Centre/Eyre St (Ballarat Central)",2139
"35190","25",143.843323,-37.564569,"Peter Heinz Centre/Eyre St (Ballarat Central)",2136
"45788","22,12",143.854269,-37.564285,"Dana St PS/Doveton St S (Ballarat Central)",5137
"35194","25",143.839182,-37.564269,"Western Oval/Eyre St (Ballarat Central)",2140
"35539","22",143.854453,-37.564217,"Dana St PS/Doveton St S (Ballarat Central)",1731
"35189","25",143.839212,-37.56408,"Western Oval/Eyre St (Ballarat Central)",2135
"35192","25,24",143.847096,-37.563408,"Dana St/Drummond St S (Ballarat Central)",2138
"35191","25,24",143.846912,-37.563205,"Dana St/Drummond St S (Ballarat Central)",2137
"35118","22,24,25,26,11",143.855659,-37.561916,"Central Square SC/Sturt St (Ballarat Central)",2091
"35119","24,25,26,11",143.852155,-37.561543,"St Patricks Cathedral/Sturt St (Ballarat Central)",2092
"63",null,143.855823,-37.561515,"Armstrong St/Sturt St (Ballarat Central)",6741
"35033","11,24,25,26,",143.854471,-37.561371,"Doveton St/Sturt St (Ballarat Central)",2036
"35032","24,25,26,11",143.852421,-37.561127,"St Andrews Church/Sturt St (Ballarat Central)",2035
"35120","25,26,24",143.848044,-37.561055,"Ballarat Base Hospital/Sturt St (Ballarat Central)",2093
"35030","24,25,26,11",143.850214,-37.56087,"Old Fire Station/Sturt St (Ballarat Central)",2034
"35029","11,24,25,26,",143.848243,-37.560628,"Ballarat Base Hospital/Sturt St (Ballarat Central)",2033
"47131","26",143.843473,-37.560482,"CFA/Sturt St (Ballarat Central)",5874
"35117","26",143.844988,-37.560261,"Ascot St/Sturt St",2090
"35123","26",143.839428,-37.560049,"Pleasant Park SC/Sturt St (Ballarat Central)",2094
"35116","26",143.842724,-37.559985,"CFA/Sturt St (Ballarat Central)",2089
"50291","24",143.827024,-37.58189,"Whitelaw Ave/Sutton St (Delacombe)",6472
"35568","25",143.834882,-37.581876,"Rubicon St/Alfred St (Sebastopol)",1746
"35178","24",143.827001,-37.581358,"Whitelaw Ave/Sutton St (Delacombe)",2131
"35548","25",143.835195,-37.581155,"Rubicon St/Pleasant St S (Redan)",1736
"48359","25",143.808148,-37.580903,"Tilbury St/Wiltshire Lane (Delacombe)",6322
"48357","25",143.814135,-37.580164,"Lanita St/James Dr (Delacombe)",6320
"48312","25",143.818017,-37.579647,"Delacombe Kindergarten/Whitelaw Ave (Delacombe)",6276
"35168","25",143.808547,-37.579526,"Whitelaw Ave/Wiltshire Lane (Delacombe)",2125
"35203","24",143.827617,-37.579401,"Morshead Park/Sutton St (Redan)",2143
"35179","24",143.827424,-37.579396,"Morshead Park/Sutton St (Delacombe)",2132
"35166","25",143.814514,-37.579237,"James Dr/Whitelaw Ave (Delacombe)",2124
"35569","25",143.835471,-37.578666,"Morshead Park/Pleasant St S (Redan)",1747
"48354","25",143.810226,-37.578644,"Wiltshire Lane/Whitelaw Ave (Delacombe)",6317
"45775","25",143.80938,-37.578576,"Wiltshire Lane/Whitelaw Ave (Delacombe)",5127
"35547","25",143.835772,-37.578233,"Morshead Park/Pleasant St S (Redan)",1735
"35546","25",143.836083,-37.576232,"Bell St/Pleasant St S (Redan)",1734
"35202","24",143.828209,-37.576119,"Ballarat Harness Racing/Sutton St (Redan)",2142
"35180","24",143.828028,-37.576115,"Ballarat Harness Racing/Sutton St (Delacombe)",2133
"35570","25",143.835965,-37.576076,"Bell St/Pleasant St S (Redan)",1748
"35201","24",143.828583,-37.573985,"Darling St/Sutton St (Redan)",2141
"35181","24",143.828413,-37.573972,"Elizabeth St/Sutton St (Delacombe)",2134
