AREA_CODE,LGA_CODE,PLM_ID,PERIMETER,NAME,REC_SBCAT,LGA_NAME
34,313,34772,128.586089,GILLIES STREET CHILDRENS PLAYGROUND,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,37562,347.1223108,JARDINE PARK PUBLIC RECREATION RESERVE,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,41709,477.1583451,MARYBOROUGH PUBLIC PURPOSES RESERVE,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46471,113.5216083,ORME SNOWDEN PARK,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46968,278.9553283,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46973,442.5361697,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46974,803.6855226,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46977,1279.463707,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46978,1544.853512,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46979,1521.812922,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46980,271.6388433,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46984,490.7814543,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,46985,249.4328556,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,47313,505.8836637,PHILLIPS GARDENS (PUBLIC GARDENS),PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,54332,311.879442,TALBOT ORNAMENTAL PLANTATION,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,54333,312.3638438,TALBOT ORNAMENTAL PLANTATION,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,54347,468.3011229,TALBOT SOLDIERS MEMORIAL PARK,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
34,313,36146,436.401519,HAMER INDUSTRIAL ESTATE PUBLIC PARK,PARKLANDS AND GARDENS,CENTRAL GOLDFIELDS
37,314,41559,717.2981939,MARENGO PARK,PARKLANDS AND GARDENS,COLAC OTWAY
37,314,41560,451.252444,MARENGO TRAMWAY RESERVE,PARKLANDS AND GARDENS,COLAC OTWAY
39,316,25541,1911.814402,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25542,2728.251986,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25543,399.8931994,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25544,184.7918266,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25545,538.0035165,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25546,112.73097,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25547,421.8379884,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25548,442.939768,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,25549,8036.94886,BUNDOORA PARKLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,28769,524.0384882,CHERRY ST AVENUE OF HONOUR - DAREBIN,PARKLANDS AND GARDENS,DAREBIN
39,316,30420,196.6252204,DAREBIN CREEK (RESERVOIR) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,30421,251.5284574,DAREBIN CREEK (RESERVOIR) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,30422,224.3753571,DAREBIN CREEK (RESERVOIR) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,30423,484.2273242,DAREBIN CREEK (THORNBURY) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,30424,321.3806554,DAREBIN CREEK (THORNBURY) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,30425,788.1730146,DAREBIN CREEK (THORNBURY) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,30426,412.7179516,DAREBIN CREEK (THORNBURY) RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,32677,328.4846154,EDGARS CREEK RESERVE - RESERVOIR,PARKLANDS AND GARDENS,DAREBIN
39,316,32678,221.851049,EDGARS CREEK RESERVE - RESERVOIR,PARKLANDS AND GARDENS,DAREBIN
39,316,32679,91.83180608,EDGARS CREEK RESERVE - RESERVOIR,PARKLANDS AND GARDENS,DAREBIN
39,316,32680,1417.402308,EDGARS CREEK WETLANDS RESERVE - RESERVOIR,PARKLANDS AND GARDENS,DAREBIN
39,316,42451,190.134806,MERRI CREEK FRONTAGE RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,42466,383.0788346,MERRI PARADE RESERVE,PARKLANDS AND GARDENS,DAREBIN
39,316,42467,1153.142178,MERRI PARK (WINIFRED ST),PARKLANDS AND GARDENS,DAREBIN
39,316,42470,203.6152133,MERRI PARK WETLAND,PARKLANDS AND GARDENS,DAREBIN
39,316,46357,879.1208135,OLDIS GARDENS - NORTHCOTE,PARKLANDS AND GARDENS,DAREBIN
39,316,46358,294.0247843,OLDIS GARDENS - NORTHCOTE,PARKLANDS AND GARDENS,DAREBIN
39,316,46359,600.8869147,OLDIS GARDENS - NORTHCOTE,PARKLANDS AND GARDENS,DAREBIN
39,316,46360,302.2037961,OLDIS GARDENS - NORTHCOTE,PARKLANDS AND GARDENS,DAREBIN
39,316,47188,150.3030377,PEARL RESERVE - THORNBURY,PARKLANDS AND GARDENS,DAREBIN
39,320,21534,379.8937,ARMATA PARK - FRANKSTON NORTH,PARKLANDS AND GARDENS,FRANKSTON
39,320,21535,107.8555886,ARMATA PARK - FRANKSTON NORTH,PARKLANDS AND GARDENS,FRANKSTON
39,320,23252,1027.221375,BEAUTY PARK - FRANKSTON,PARKLANDS AND GARDENS,FRANKSTON
39,320,23253,252.6641771,BEAUTY PARK - FRANKSTON,PARKLANDS AND GARDENS,FRANKSTON
39,320,23254,897.7253469,BEAUTY PARK - FRANKSTON,PARKLANDS AND GARDENS,FRANKSTON
39,320,34748,1462.231299,GEORGE PENTLAND BOTANICAL GARDENS - FRANKSTON,PARKLANDS AND GARDENS,FRANKSTON
39,320,34069,136.714928,FRANKSTON PUBLIC PARK,PARKLANDS AND GARDENS,FRANKSTON
39,320,58396,801.8234227,WALLACE AVENUE RESERVE - FRANKSTON,PARKLANDS AND GARDENS,FRANKSTON
39,320,62843,235.3676189,YUILLE STREET GARDENS - FRANKSTON,PARKLANDS AND GARDENS,FRANKSTON
38,321,21195,2146.83394,ALEXANDRA PARK RESERVE - KERANG,PARKLANDS AND GARDENS,GANNAWARRA
38,321,51014,1393.348593,RIVERSIDE SPORTS PARK RESERVE - KERANG,PARKLANDS AND GARDENS,GANNAWARRA
38,321,51015,140.2495104,RIVERSIDE SPORTS PARK RESERVE - KERANG,PARKLANDS AND GARDENS,GANNAWARRA
38,321,52225,398.690431,SHADFORTH ST PUBLIC PARK KERANG,PARKLANDS AND GARDENS,GANNAWARRA
39,322,24656,583.6718762,BOYD PARK - OUTER CIRCLE RAILWAY LINEAR PARK,PARKLANDS AND GARDENS,GLEN EIRA
39,322,24657,1504.105139,BOYD PARK - OUTER CIRCLE RAILWAY LINEAR PARK,PARKLANDS AND GARDENS,GLEN EIRA
39,322,26971,183.1357594,CAULFIELD PLANTATION RESERVE,PARKLANDS AND GARDENS,GLEN EIRA
39,322,34509,265.5022451,GARDEN AVENUE RESERVE - GLEN HUNTLY,PARKLANDS AND GARDENS,GLEN EIRA
39,322,61133,267.6894079,WILGA CRESCENT PLANTATION - CAULFIELD,PARKLANDS AND GARDENS,GLEN EIRA
34,325,14709,40.8883185,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14710,79.79505607,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14711,1644.973945,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14712,916.885615,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14705,56.84491213,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14706,74.0868914,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14707,138.4498604,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,14708,285.0061304,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23573,343.7594039,BENDIGO CHINESE GARDENS RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23574,11100.80981,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23575,330.3449846,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23576,1504.064998,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23577,380.9850604,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23578,1033.124338,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23579,1578.447936,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23580,2299.135012,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23581,175.1914809,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23582,229.0752826,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23583,338.2606012,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23584,263.3448242,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23585,703.116271,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23586,355.6793448,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23587,7823.72699,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23588,278.5490566,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23589,593.4157986,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,23590,867.9673796,BENDIGO COMMUNITY PARKLAND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,25529,222.56482,BUNDALEER PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,25951,257.8857691,CALIFORNIA GULLY CHILDREN'S PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,26612,2209.638233,CANTERBURY PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,28840,159.635929,CHILDRENS PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,28841,179.0716838,CHILDRENS PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,28700,1138.421193,CHAPEL STREET RECREATION RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,29565,427.325003,COOINDA PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,29569,189.9214407,COOK'S RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,30409,668.0316332,DANSON AVENUE RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,30410,328.8125779,DANSON AVENUE RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,36713,281.5284994,HOLDSWORTH ROAD CHILDREN'S PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37836,353.7840845,KANGAROO FLAT PUBLIC PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37211,268.4737561,HUME & ISER RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37991,992.9360506,KENNINGTON PUBLIC GARDENS RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37993,2467.760172,KENNINGTON RESERVOIR RESERVE1,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37832,507.3307061,KANGAROO FLAT PLAYGROUND & RECREATION RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37835,1460.361914,KANGAROO FLAT PUBLIC PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,37238,645.8020048,HUNTLY PUBLIC GARDENS,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,39251,1672.669179,LAKE TOM THUMB (EAGLEHAWK)2,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,39252,2067.03888,LAKE TOM THUMB (EAGLEHAWK)2,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,39253,2172.783641,LAKE TOM THUMB (EAGLEHAWK)2,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,39254,147.8363726,LAKE TOM THUMB (EAGLEHAWK)2,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,39255,172.3177841,LAKE TOM THUMB (EAGLEHAWK)2,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,39256,125.4583407,LAKE TOM THUMB (EAGLEHAWK)2,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,46475,133.9831074,ORNAMENTAL PLANTATION RESERVE - LONG GULLY,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,46981,585.9824933,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,46982,226.197072,PARKLANDS AND GARDENS,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,48124,452.8879405,PROUSES ROAD RECREATION RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,49120,143.7059905,QUEEN STREET CHILDRENS PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,49121,184.9816676,QUEEN STREET CHILDRENS PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,50818,167.3455328,RF TURNER MEMORIAL PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,50819,205.9225907,RF TURNER MEMORIAL PARK,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,51286,1003.450277,ROSALIND PARK1,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,52707,154.8541742,SOMERVILLE STREET CHILDRENS PLAYGROUND,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,61045,1156.187384,WHITE HILLS BOTANICAL GARDENS RESERVE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,60534,226.9848745,WATTLE SQUARE,PARKLANDS AND GARDENS,GREATER BENDIGO
34,325,60535,211.7716671,WATTLE SQUARE,PARKLANDS AND GARDENS,GREATER BENDIGO
39,326,20203,779.6637341,WOODCOCK RESERVE - DANDENONG,PARKLANDS AND GARDENS,GREATER DANDENONG
39,326,20204,245.7238375,WOODCOCK RESERVE - DANDENONG,PARKLANDS AND GARDENS,GREATER DANDENONG
39,326,30370,692.810405,DANDENONG PUBLIC PARK,PARKLANDS AND GARDENS,GREATER DANDENONG
39,326,30371,68.50608854,DANDENONG PUBLIC PARK,PARKLANDS AND GARDENS,GREATER DANDENONG
39,326,30367,530.2222224,DANDENONG PARK PUBLIC GARDENS RESERVE,PARKLANDS AND GARDENS,GREATER DANDENONG
