AREA_CODE,LGA_CODE,PLM_ID,PERIMETER,NAME,REC_SBCAT,LGA_NAME
39,343,15472,6.375743947,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15473,6.377639627,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15474,6.377282721,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15475,6.378545262,CROWN CASINO,RECREATION AREA,MELBOURNE
34,313,14968,687.1079357,CALIFORNIA GULLY DRAINAGE & RECREATION RESERVE,RECREATION AREA,CENTRAL GOLDFIELDS
39,307,14974,274.785639,CAMBERWELL HIGH SCHOOL,BUILDINGS IN PUBLIC USE,BOROONDARA
38,310,14982,148.2156021,CAMPASPE PARK RACEWAY,RECREATION AREA,CAMPASPE
41,311,15319,737.7015569,COCKATOO PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,CARDINIA
39,343,15476,6.374758051,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15477,6.37756508,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15478,6.374721324,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15479,6.377836775,CROWN CASINO,RECREATION AREA,MELBOURNE
39,343,15480,6.379105118,CROWN CASINO,RECREATION AREA,MELBOURNE
41,377,15323,909.352351,COLDSTREAM PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
39,376,15325,78.87177769,COLLINGWOOD ART PRECINCT RESERVE,BUILDINGS IN PUBLIC USE,YARRA
39,376,15326,272.8165982,COLLINGWOOD ART PRECINCT RESERVE,BUILDINGS IN PUBLIC USE,YARRA
37,314,15131,281.6221234,CARLISLE RIVER PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,COLAC OTWAY
39,335,15133,149.5398417,CARRUM FORESHORE PARK,PARKLANDS AND GARDENS,KINGSTON
39,335,15134,183.9194485,CARRUM FORESHORE PARK,PARKLANDS AND GARDENS,KINGSTON
34,353,15139,189.0791183,CASTLEMAINE TOWN HALL & MUNICIPAL OFFICE,BUILDINGS IN PUBLIC USE,MOUNT ALEXANDER
32,355,15141,192.1102573,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
32,355,15142,593.9035919,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
32,355,15143,110.2657885,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
32,355,15144,111.124806,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
32,355,15145,664.891875,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
32,355,15146,632.6136468,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
32,355,15147,1008.105206,CATHKIN - ALEXANDRA BRANCH RAIL TRAIL,RECREATION TRAIL,MURRINDINDI
14,302,15043,714.2022351,CANADIAN CREEK RECREATION RESERVE,RECREATION AREA,BALLARAT
14,302,15044,704.1924983,CANADIAN CREEK RECREATION RESERVE,RECREATION AREA,BALLARAT
14,302,15045,185.8975414,CANADIAN CREEK RECREATION RESERVE,RECREATION AREA,BALLARAT
26,319,15046,200.7988353,CANN RIVER CARAVAN PARK,RECREATION AREA,EAST GIPPSLAND
39,322,15153,357.0766253,CAULFIELD RACECOURSE RESERVE,RECREATION AREA,GLEN EIRA
2,370,15430,987.5935943,COWWARR WEIR RECREATION AREA,RECREATION AREA,WELLINGTON
34,313,16175,265.0993766,DUNOLLY GOLF COURSE,RECREATION AREA,CENTRAL GOLDFIELDS
39,376,16539,50.96315059,INNER CIRCLE LINEAR PARK - NTH FITZROY TO PRINCES HILL,RECREATION TRAIL,YARRA
39,376,16540,137.6362367,INNER CIRCLE LINEAR PARK - NTH FITZROY TO PRINCES HILL,RECREATION TRAIL,YARRA
39,373,15822,2180.086006,DAREBIN CREEK RESERVE - EPPING,RECREATION AREA,WHITTLESEA
24,330,16051,601.8822247,DIMBOOLA RECREATION RESERVE,RECREATION AREA,HINDMARSH
39,343,16178,277.9321166,DYNON ROAD NATURE RESERVE,PARKLANDS AND GARDENS,MELBOURNE
41,377,16458,439.9545096,GRUYERE PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
13,362,16468,124.3280737,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16469,154.8678697,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16470,159.4401262,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16471,139.1574651,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16472,127.7125105,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16473,282.6448912,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16474,394.4427577,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16475,110.3303153,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16476,126.0962325,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16477,119.9596054,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
41,377,17841,561.9250518,MILLWARRA PRIMARY SCHOOL - MILLGROVE,BUILDINGS IN PUBLIC USE,YARRA RANGES
24,371,17842,287.7760865,MIRAM STATION GROUND PARK,RECREATION AREA,WEST WIMMERA
15,361,17843,250.6204877,MIRBOO NORTH BOOLARRA RAIL TRAIL,RECREATION TRAIL,SOUTH GIPPSLAND
41,377,17863,1348.604307,MONBULK COLLEGE,BUILDINGS IN PUBLIC USE,YARRA RANGES
41,311,15921,555.6623301,"DEPARTMENT OF PLANNING LAND, CARDINIA",PARKLANDS AND GARDENS,CARDINIA
38,310,16207,1083.991167,ECHUCA ROTARY STEAM PARK,RECREATION AREA,CAMPASPE
37,365,919,5196.966073,EUMERALLA E.A.,EDUCATION AREA,SURF COAST
38,368,16408,461.9052964,GENTLE ANNIE CARAVAN PARK RESERVE,RECREATION AREA,WANGARATTA
38,368,16409,488.1001776,GENTLE ANNIE CARAVAN PARK RESERVE,RECREATION AREA,WANGARATTA
38,368,16410,75.99475958,GENTLE ANNIE CARAVAN PARK RESERVE,RECREATION AREA,WANGARATTA
38,368,16411,47.78096521,GENTLE ANNIE CARAVAN PARK RESERVE,RECREATION AREA,WANGARATTA
13,362,16478,242.2270351,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16479,276.9529841,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16480,284.503316,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16481,516.6151646,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16482,142.8899375,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16483,238.1481072,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16484,150.7246599,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16485,399.3642315,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
13,362,16486,162.9768712,HAMILTON-COLERAINE RAIL TRAIL,RECREATION TRAIL,SOUTHERN GRAMPIANS
39,307,16491,288.9199839,HAWTHORN WEST PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,BOROONDARA
39,303,16494,441.2859767,HEIDELBERG PARK,RECREATION AREA,BANYULE
38,368,16412,120.075501,GENTLE ANNIE CARAVAN PARK RESERVE,RECREATION AREA,WANGARATTA
20,370,16413,117.9709413,GIPPSLAND PLAINS RAIL TRAIL,RECREATION TRAIL,WELLINGTON
20,370,16414,107.7971396,GIPPSLAND PLAINS RAIL TRAIL,RECREATION TRAIL,WELLINGTON
41,377,16415,441.9133384,GLADYSDALE PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
39,307,16416,2025.467623,GLENBURN BEND PARK - GLEN IRIS,RECREATION AREA,BOROONDARA
41,311,16230,1151.806351,EMERALD SECONDARY COLLEGE,BUILDINGS IN PUBLIC USE,CARDINIA
32,305,16234,659.5477769,ERICA -THOMSON RAIL TRAIL,RECREATION TRAIL,BAW BAW
39,375,16243,379.7618447,FEDERATION TRAIL,RECREATION TRAIL,WYNDHAM
39,375,16244,3024.792713,FEDERATION TRAIL,RECREATION TRAIL,WYNDHAM
39,363,16417,912.7099543,GLENBURN BEND PARK - GLEN IRIS,RECREATION AREA,STONNINGTON
39,363,16418,2027.242793,GLENBURN BEND PARK - GLEN IRIS,RECREATION AREA,STONNINGTON
39,343,16626,1152.483793,KINGS DOMAIN SOUTH,PARKLANDS AND GARDENS,MELBOURNE
39,343,16627,198.0612197,KINGS DOMAIN SOUTH,PARKLANDS AND GARDENS,MELBOURNE
39,358,16628,577.0013732,KIRRIP PARK - SOUTH MELBOURNE,PARKLANDS AND GARDENS,PORT PHILLIP
39,320,16349,192.185498,FRANKSTON TENNIS CLUB,RECREATION AREA,FRANKSTON
41,377,17395,716.9142103,LAUNCHING PLACE PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
39,375,17640,895.2240854,MELBOURNE WATER DISCOVERY CENTRE,BUILDINGS IN PUBLIC USE,WYNDHAM
27,345,17719,913.6914274,MERBEIN SOUTH RECREATION RESERVE,RECREATION AREA,MILDURA
39,356,17493,844.7546944,LOWER ELTHAM PARK,RECREATION AREA,NILLUMBIK
39,307,17495,520.8097439,LOWER RESERVE - CAMBERWELL,RECREATION AREA,BOROONDARA
39,307,17496,216.8528179,LOWER RESERVE - CAMBERWELL,RECREATION AREA,BOROONDARA
37,314,17410,1435.637011,LAVERS HILL P-12 SCHOOL,BUILDINGS IN PUBLIC USE,COLAC OTWAY
34,359,17423,590.31782,LEXTON PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,PYRENEES
39,349,17426,218.0888978,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17427,206.5156324,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,335,17978,571.9442004,MORDIALLOC - CHELSEA HIGH SCHOOL NO. 8075,BUILDINGS IN PUBLIC USE,KINGSTON
39,335,17979,519.5407892,MORDIALLOC - CHELSEA HIGH SCHOOL NO. 8075,BUILDINGS IN PUBLIC USE,KINGSTON
39,335,17980,260.9655759,MORDIALLOC - CHELSEA HIGH SCHOOL NO. 8075,BUILDINGS IN PUBLIC USE,KINGSTON
21,300,17987,3636.247919,MOUNT BEAUTY GOLF COURSE,RECREATION AREA,ALPINE
39,333,17918,619.7185747,MOONEE PONDS CREEK PARKLAND,PARKLANDS AND GARDENS,HUME
21,300,17989,1484.815606,MOUNT BEAUTY RECREATION RESERVE,RECREATION AREA,ALPINE
32,361,18936,1854.13084,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
39,349,17428,182.0586744,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17429,156.9301135,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17430,175.4980615,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17431,200.2377504,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17432,174.821331,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17433,147.5107191,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
39,349,17434,205.8691835,LINCOLN PARK - ESSENDON,RECREATION AREA,MOONEE VALLEY
32,361,18937,703.3368739,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18938,201.2679103,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18939,2134.431307,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18940,2206.898129,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18941,9231.627106,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18942,204.4416567,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
15,361,18943,333.2565105,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
15,361,18944,378.5078634,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
34,347,18091,273.0641657,NATHALIA CARAVAN PARK,RECREATION AREA,MOIRA
34,359,18092,434.8800891,NATTEYALLOCK STATE SCHOOL NO. 1347,BUILDINGS IN PUBLIC USE,PYRENEES
39,341,17604,254.7917721,MARIBYRNONG RIVER WALKWAY,RECREATION AREA,MARIBYRNONG
34,313,17610,716.1617129,MARYBOROUGH HIGH SCHOOL (FORMER),BUILDINGS IN PUBLIC USE,CENTRAL GOLDFIELDS
34,313,17611,321.3702623,MARYBOROUGH HIGH SCHOOL (FORMER),BUILDINGS IN PUBLIC USE,CENTRAL GOLDFIELDS
34,313,17613,544.6980445,MARYBOROUGH SCHOOL NO. 404,BUILDINGS IN PUBLIC USE,CENTRAL GOLDFIELDS
34,313,17614,1225.35541,MARYBOROUGH TECHNICAL COLLEGE,BUILDINGS IN PUBLIC USE,CENTRAL GOLDFIELDS
34,353,18096,355.5751603,NEWSTEAD STATE SCHOOL,BUILDINGS IN PUBLIC USE,MOUNT ALEXANDER
34,353,18097,182.0780645,NEWSTEAD TELEGRAPH STATION & POST OFFICE,BUILDINGS IN PUBLIC USE,MOUNT ALEXANDER
34,347,18105,4095.566245,NUMURKAH GOLF COURSE,RECREATION AREA,MOIRA
39,333,17916,1828.407258,MOONEE PONDS CREEK PARKLAND,PARKLANDS AND GARDENS,HUME
39,333,17917,1641.963423,MOONEE PONDS CREEK PARKLAND,PARKLANDS AND GARDENS,HUME
34,357,17318,3904.642141,LAKE LONSDALE1,RECREATION AREA,NORTHERN GRAMPIANS
39,351,17775,936.866006,MERRI CREEK PARKLAND - FAWKNER,PARKLANDS AND GARDENS,MERRI-BEK
39,351,17776,109.4829211,MERRI CREEK PARKLAND - FAWKNER,PARKLANDS AND GARDENS,MERRI-BEK
39,351,17777,139.7383084,MERRI CREEK PARKLAND - FAWKNER,PARKLANDS AND GARDENS,MERRI-BEK
39,351,17778,110.0841,MERRI CREEK PARKLAND - FAWKNER,PARKLANDS AND GARDENS,MERRI-BEK
39,333,17628,1887.439984,MEADOWLINK PATH - BROADMEADOWS,RECREATION TRAIL,HUME
39,333,17629,1133.003514,MEADOWLINK PATH - BROADMEADOWS,RECREATION TRAIL,HUME
39,343,17635,194.1426996,MELBOURNE MISSIONS TO SEAFARERS,BUILDINGS IN PUBLIC USE,MELBOURNE
41,377,17521,555.9864628,MACCLESFIELD PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
38,310,16855,36.14385298,KOTTA PUBLIC HALL,BUILDINGS IN PUBLIC USE,CAMPASPE
38,310,16856,1109.783074,KOTTA PUBLIC HALL,BUILDINGS IN PUBLIC USE,CAMPASPE
39,307,17545,5646.002031,MALVERN VALLEY GOLF COURSE,RECREATION AREA,BOROONDARA
39,363,17546,5665.827896,MALVERN VALLEY GOLF COURSE,RECREATION AREA,STONNINGTON
34,357,17319,1139.809056,LAKE LONSDALE1,RECREATION AREA,NORTHERN GRAMPIANS
34,357,17320,998.6334623,LAKE LONSDALE1,RECREATION AREA,NORTHERN GRAMPIANS
34,357,17321,454.9141547,LAKE LONSDALE1,RECREATION AREA,NORTHERN GRAMPIANS
34,357,17322,1384.88837,LAKE LONSDALE1,RECREATION AREA,NORTHERN GRAMPIANS
34,357,17323,2451.709731,LAKE LONSDALE1,RECREATION AREA,NORTHERN GRAMPIANS
25,365,17324,7154.29186,LAKE MODEWARRE RESERVE,RECREATION AREA,SURF COAST
25,365,17325,5718.44357,LAKE MODEWARRE RESERVE,RECREATION AREA,SURF COAST
34,313,18404,944.2857048,PRINCES PARK - CARLTON,RECREATION AREA,CENTRAL GOLDFIELDS
38,328,18405,132.4077863,PRINCESS PARK RECREATION AREA,RECREATION AREA,GREATER SHEPPARTON
38,328,18406,1772.675432,PRINCESS PARK RECREATION AREA,RECREATION AREA,GREATER SHEPPARTON
41,377,18844,565.7736404,SASSAFRAS PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
41,377,18890,394.4125052,SEVILLE PRIMARY SCHOOL NO. 2820,BUILDINGS IN PUBLIC USE,YARRA RANGES
38,328,18891,184.7480101,SHEPPARTON PARKLAND,PARKLANDS AND GARDENS,GREATER SHEPPARTON
38,328,18892,3164.355876,SHEPPARTON PARKLAND,PARKLANDS AND GARDENS,GREATER SHEPPARTON
38,328,18893,162.3530868,SHEPPARTON PARKLAND,PARKLANDS AND GARDENS,GREATER SHEPPARTON
34,328,18894,1100.384797,SHEPPARTON SHOWGROUNDS RESERVE,RECREATION AREA,GREATER SHEPPARTON
34,328,18895,1187.09298,SHEPPARTON SHOWGROUNDS RESERVE,RECREATION AREA,GREATER SHEPPARTON
41,377,18896,819.2133514,SHERBROOKE COMMUNITY PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
15,361,18945,2033.979051,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
15,361,18946,2178.761183,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
15,361,18947,28.07675028,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
15,361,18948,412.5314538,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
15,361,18949,2840.740452,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18950,43.60149388,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18951,89.17544004,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18952,126.2135743,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
32,361,18953,684.3319263,SOUTH GIPPSLAND TOURIST RAILWAY,RECREATION AREA,SOUTH GIPPSLAND
39,343,18956,47.68872195,SOUTH WHARF PROMENADE - MELBOURNE,PARKLANDS AND GARDENS,MELBOURNE
39,331,18958,654.7161327,SPOTSWOOD RECREATION RESERVE,RECREATION AREA,HOBSONS BAY
39,331,18959,500.5068447,SPOTSWOOD RECREATION RESERVE,RECREATION AREA,HOBSONS BAY
39,356,18106,66.57259551,NUTFIELD TOWN RESERVE,RECREATION AREA,NILLUMBIK
39,356,18107,319.9609584,NUTFIELD TOWN RESERVE,RECREATION AREA,NILLUMBIK
32,304,18108,1484.073468,NYORA TO WONTHAGGI RAIL TRAIL,RECREATION TRAIL,BASS COAST
32,304,18109,3971.515078,NYORA TO WONTHAGGI RAIL TRAIL,RECREATION TRAIL,BASS COAST
32,304,18110,357.0703323,NYORA TO WONTHAGGI RAIL TRAIL,RECREATION TRAIL,BASS COAST
32,304,18111,768.1879434,NYORA TO WONTHAGGI RAIL TRAIL,RECREATION TRAIL,BASS COAST
39,343,18196,714.2435095,PARK STREET GARDENS - PARKVILLE,PARKLANDS AND GARDENS,MELBOURNE
32,361,18334,130.3293011,POOWONG FOOTBALL GROUND,RECREATION AREA,SOUTH GIPPSLAND
39,343,18541,163.0111779,QUEEN VICTORIA GARDENS & MEMORIAL STATUE,PARKLANDS AND GARDENS,MELBOURNE
39,343,18542,781.5072824,QUEEN VICTORIA MARKET,BUILDINGS IN PUBLIC USE,MELBOURNE
5,327,18543,80.89549187,QUEENS PARK GOLF COURSE & RECREATION RES,RECREATION AREA,GREATER GEELONG
23,367,20194,549.124448,WODONGA - CUDGEWA RAIL TRAIL ADDITION,RECREATION TRAIL,TOWONG
23,367,20195,151.1974588,WODONGA - CUDGEWA RAIL TRAIL ADDITION,RECREATION TRAIL,TOWONG
38,374,20196,401.7302242,WODONGA SCOUT & GUIDES HALL,BUILDINGS IN PUBLIC USE,WODONGA
38,374,20197,2134.257105,WODONGA TO CUDGEWA RAIL TRAIL,RECREATION TRAIL,WODONGA
38,374,20198,254.9513172,WODONGA WESLEYAN CHURCH,BUILDINGS IN PUBLIC USE,WODONGA
39,331,18960,542.2130927,SPOTSWOOD RECREATION RESERVE,RECREATION AREA,HOBSONS BAY
39,331,18961,477.682943,SPOTSWOOD RECREATION RESERVE,RECREATION AREA,HOBSONS BAY
34,357,18973,1981.89748,ST ARNAUD RIFLE RANGE,RIFLE AND OTHER RANGES,NORTHERN GRAMPIANS
39,376,18974,228.0099128,ST HELIERS CHILD CARE CENTRE,BUILDINGS IN PUBLIC USE,YARRA
34,313,18978,406.6179222,STATE SCHOOL & DRAINAGE PURPOSES,BUILDINGS IN PUBLIC USE,CENTRAL GOLDFIELDS
34,313,18979,703.4322997,STATE SCHOOL1,BUILDINGS IN PUBLIC USE,CENTRAL GOLDFIELDS
37,314,18131,912.7324991,OLD BEECHY RAIL TRAIL,RECREATION TRAIL,COLAC OTWAY
37,314,18132,214.4080656,OLD BEECHY RAIL TRAIL,RECREATION TRAIL,COLAC OTWAY
39,326,20203,779.6637341,WOODCOCK RESERVE - DANDENONG,PARKLANDS AND GARDENS,GREATER DANDENONG
39,326,20204,245.7238375,WOODCOCK RESERVE - DANDENONG,PARKLANDS AND GARDENS,GREATER DANDENONG
41,377,20211,760.3613895,WOORI YALLOCK PRIMARY SCHOOL,BUILDINGS IN PUBLIC USE,YARRA RANGES
15,361,20212,159.6394199,WORTHY STREET PLAYGROUND RESERVE,RECREATION AREA,SOUTH GIPPSLAND
39,307,18152,104.9331399,OUTER CIRCLE RAILWAY LINEAR PARK - KEW,RECREATION AREA,BOROONDARA
